Depth_cm,Rainfall_mm,Temperature_C,Slope_pct,Land_Use,Parent_Material,Clay_pct,Sand_pct,Silt_pct,Organic_Matter_pct,pH,Nitrogen_mgkg,Phosphorus_mgkg,Potassium_mgkg,Moisture_pct,CEC_cmolkg,Fertility_Score,Fertility_Class
93.0,841.1,22.3,6.58,Grassland,Alluvium,36.77,51.48,11.75,4.06,5.66,442.9,18.9,154.6,15.3,24.5,40.9,Medium
105.6,1078.3,11.7,0.96,Forest,Glacial Till,37.49,40.83,21.68,5.27,5.53,418.0,16.1,156.8,17.85,29.59,41.4,Medium
31.9,885.1,22.5,2.24,Forest,Residuum,22.03,56.61,21.36,7.5,5.63,586.6,31.4,134.3,10.59,25.13,61.5,High
20.5,1134.7,26.2,5.07,Forest,Loess,19.03,57.72,23.25,8.08,5.12,857.7,37.2,110.8,10.88,24.75,81.1,High
2.2,1103.8,22.2,0.37,Grassland,Residuum,23.02,66.86,10.12,7.89,5.1,779.9,16.6,103.4,14.6,24.22,57.2,Medium
52.6,716.1,19.7,2.24,Forest,Residuum,35.11,53.09,11.8,7.64,4.98,762.3,39.4,165.1,11.51,33.9,65.5,High
88.5,1221.5,12.1,3.83,Cropland,Alluvium,40.37,48.79,10.84,5.76,5.4,482.3,22.1,124.6,23.07,28.91,45.8,Medium
58.8,816.0,12.9,27.9,Forest,Residuum,15.16,66.68,18.16,6.79,3.98,688.9,14.4,140.0,8.21,18.9,42.5,Medium
65.6,1152.0,25.5,3.22,Grassland,Residuum,37.05,51.83,11.12,4.86,4.83,478.1,26.5,143.0,15.24,27.3,46.4,Medium
135.6,1041.8,22.7,8.47,Wetland,Loess,40.68,44.88,14.44,7.99,5.91,664.4,24.6,167.6,18.3,33.56,79.8,High
52.2,1409.5,17.8,2.83,Cropland,Residuum,38.83,55.07,6.1,6.53,3.8,706.1,20.7,169.2,19.59,30.14,43.7,Medium
77.1,894.1,15.5,7.96,Cropland,Glacial Till,33.05,45.16,21.79,4.99,5.66,484.0,19.1,155.0,19.14,25.88,41.6,Medium
117.5,862.7,5.8,4.52,Forest,Alluvium,26.15,57.55,16.29,5.08,4.97,458.4,14.5,89.9,11.59,21.78,31.9,Low
59.5,945.1,11.6,10.88,Forest,Residuum,22.22,48.49,29.29,6.22,5.0,568.6,29.0,138.8,13.35,27.69,56.6,Medium
93.3,874.2,29.5,2.65,Forest,Residuum,38.14,50.25,11.61,4.45,5.76,302.1,19.2,158.2,20.3,26.36,31.8,Low
129.4,1150.0,10.3,4.64,Grassland,Glacial Till,44.07,46.92,9.01,4.23,5.17,437.9,8.5,147.4,21.92,29.96,34.7,Low
142.4,545.9,19.1,4.97,Cropland,Alluvium,34.35,61.16,4.48,1.67,4.76,174.6,18.9,119.3,15.46,15.09,4.3,Low
22.1,686.6,24.0,2.7,Wetland,Residuum,16.73,51.41,31.86,7.73,5.08,722.9,16.4,100.1,13.94,22.04,61.5,High
139.0,683.0,10.5,0.78,Cropland,Glacial Till,33.32,48.07,18.61,5.03,6.26,554.7,14.4,108.4,10.96,23.39,53.6,Medium
73.8,1187.6,19.1,0.49,Grassland,Alluvium,35.01,55.68,9.31,6.35,5.04,520.6,33.1,189.6,20.8,27.19,60.1,High
38.7,1377.7,23.6,0.08,Cropland,Glacial Till,40.32,49.84,9.85,7.58,5.61,684.5,17.3,197.2,26.13,34.9,79.4,High
68.9,923.9,18.1,10.34,Cropland,Alluvium,31.08,53.99,14.93,6.34,6.06,551.8,7.0,149.2,19.33,29.38,54.8,Medium
147.0,907.8,32.0,1.35,Forest,Loess,53.64,34.76,11.6,5.13,5.37,470.4,26.9,180.1,24.48,35.6,46.9,Medium
73.9,967.5,8.0,1.19,Cropland,Glacial Till,36.02,46.64,17.33,4.35,6.6,417.4,20.2,140.9,20.07,24.89,40.4,Medium
49.3,1240.5,24.4,6.66,Cropland,Loess,33.54,59.02,7.44,5.29,5.05,528.4,19.9,160.7,16.68,24.94,33.8,Low
95.0,718.2,17.0,1.93,Grassland,Residuum,40.94,47.17,11.89,3.74,5.04,334.4,16.3,199.6,12.96,28.5,32.5,Low
36.0,1009.6,22.6,3.53,Wetland,Alluvium,26.87,57.47,15.65,8.34,4.77,739.4,28.4,117.4,13.26,33.74,64.6,High
11.4,1193.8,20.6,0.89,Cropland,Glacial Till,23.31,56.49,20.2,7.04,3.88,769.7,16.4,93.9,10.67,25.54,52.1,Medium
19.3,1075.3,13.6,16.06,Forest,Residuum,22.89,50.31,26.8,7.57,5.79,863.4,39.0,160.4,19.35,28.07,79.5,High
19.2,997.4,19.4,9.54,Cropland,Alluvium,25.9,61.36,12.74,6.92,5.9,665.5,14.4,82.7,12.58,26.86,55.9,Medium
22.8,1200.3,6.9,9.97,Cropland,Loess,21.1,61.42,17.49,7.59,4.59,675.2,28.4,92.6,18.46,26.93,54.2,Medium
20.8,274.2,21.6,2.61,Forest,Residuum,11.24,77.65,11.11,5.38,6.07,600.1,29.0,86.6,2.0,14.04,42.3,Medium
96.1,1119.5,19.8,7.19,Grassland,Alluvium,36.78,43.68,19.54,3.3,4.97,227.0,11.8,106.9,22.51,22.51,25.6,Low
27.3,786.5,21.8,0.78,Wetland,Alluvium,25.4,60.96,13.63,7.72,4.94,713.6,17.6,155.3,9.81,28.44,56.3,Medium
51.9,492.3,24.3,0.04,Wetland,Alluvium,26.42,47.6,25.98,6.78,4.98,601.9,32.3,149.7,6.69,28.54,50.4,Medium
134.5,1077.8,20.2,0.1,Forest,Residuum,39.41,49.27,11.32,4.59,4.88,366.2,12.1,139.2,23.36,25.73,37.2,Low
71.1,1293.4,18.9,4.42,Grassland,Loess,42.42,52.53,5.05,5.15,4.8,472.5,16.0,193.0,24.01,25.84,45.1,Medium
100.1,915.6,12.7,3.04,Grassland,Residuum,33.38,39.21,27.41,4.43,5.03,368.7,27.1,176.3,17.92,23.32,26.7,Low
25.8,1188.2,13.7,3.65,Cropland,Glacial Till,24.57,55.25,20.17,6.28,5.13,597.0,23.8,120.6,16.12,26.26,56.9,Medium
28.8,1353.1,25.1,0.04,Cropland,Glacial Till,25.8,52.43,21.77,6.88,5.49,655.2,11.0,115.8,19.63,22.89,48.8,Medium
6.1,1278.7,26.6,2.75,Grassland,Loess,34.28,46.93,18.79,6.48,4.83,578.4,37.3,201.6,20.5,26.68,54.7,Medium
25.3,1360.0,16.6,6.33,Cropland,Alluvium,27.63,57.11,15.25,6.74,4.65,618.5,19.2,148.9,15.63,26.91,51.9,Medium
41.8,1135.5,18.3,2.92,Cropland,Loess,24.72,63.13,12.15,5.45,5.56,503.7,19.7,129.0,13.1,22.33,49.2,Medium
26.6,968.9,12.6,6.59,Cropland,Residuum,25.56,55.14,19.3,6.65,5.42,680.2,26.9,160.3,19.9,26.65,64.5,High
13.3,549.5,25.0,1.33,Cropland,Residuum,19.6,60.45,19.95,5.07,5.47,472.9,27.1,118.3,15.97,17.01,40.1,Medium
18.1,888.5,22.0,8.39,Forest,Loess,18.23,60.66,21.11,7.97,5.62,806.7,43.3,99.4,15.76,24.29,69.9,High
69.1,739.2,29.6,4.44,Wetland,Residuum,31.12,52.89,15.99,7.39,5.76,737.1,13.6,141.6,14.49,31.91,70.8,High
31.0,1492.7,12.7,1.18,Grassland,Glacial Till,27.77,48.19,24.04,7.65,4.0,760.7,30.4,158.5,19.68,26.17,56.4,Medium
54.6,906.0,15.7,1.35,Cropland,Alluvium,26.26,62.21,11.53,5.18,5.87,575.3,29.0,75.7,10.06,25.65,63.1,High
75.5,980.8,19.4,4.94,Forest,Loess,23.59,58.8,17.61,6.4,6.14,541.1,24.7,114.3,11.04,21.93,59.0,Medium
103.6,1087.9,21.9,8.86,Cropland,Alluvium,31.3,55.15,13.55,5.26,4.61,471.7,27.0,171.3,14.58,26.84,37.0,Low
5.9,960.9,16.7,2.69,Forest,Glacial Till,26.88,50.38,22.74,8.02,5.46,867.7,34.8,118.4,21.35,28.19,72.2,High
119.9,1373.8,12.8,1.49,Forest,Alluvium,52.11,38.58,9.3,7.32,4.86,680.2,13.8,224.3,30.75,36.54,65.7,High
94.2,794.3,23.3,10.09,Cropland,Alluvium,31.22,51.77,17.01,4.67,5.14,274.8,34.7,171.1,16.04,22.86,44.5,Medium
12.3,998.7,22.3,5.53,Cropland,Residuum,26.91,46.0,27.1,7.53,5.34,703.0,13.8,128.8,13.05,29.01,70.1,High
131.0,764.4,12.5,2.97,Cropland,Residuum,39.08,38.38,22.54,3.86,5.54,374.8,10.9,137.5,19.6,25.68,32.7,Low
138.1,620.0,26.1,3.35,Forest,Alluvium,38.16,45.41,16.43,4.08,4.94,230.8,17.1,142.9,13.54,27.98,22.5,Low
9.2,797.1,25.0,1.14,Cropland,Residuum,19.04,62.66,18.3,5.73,5.63,624.1,39.0,177.1,3.54,23.47,53.6,Medium
41.5,940.7,18.8,4.93,Forest,Residuum,24.54,52.58,22.88,6.52,4.64,577.0,20.6,170.6,14.8,22.38,48.5,Medium
120.9,842.7,18.5,2.22,Wetland,Alluvium,38.24,42.85,18.9,6.7,5.81,656.4,25.4,157.3,14.36,28.77,79.1,High
112.2,776.9,21.3,27.18,Cropland,Residuum,32.59,47.19,20.22,4.17,5.1,382.5,31.2,122.7,12.13,20.81,37.6,Low
27.7,598.4,12.8,3.27,Grassland,Glacial Till,19.62,56.48,23.9,6.4,5.82,530.5,22.8,115.7,8.29,20.47,41.1,Medium
31.4,929.2,18.2,3.33,Cropland,Loess,26.49,53.31,20.2,7.23,6.19,622.3,18.0,135.2,12.57,29.3,61.2,High
55.6,573.8,5.1,4.17,Forest,Loess,27.55,67.84,4.61,5.21,6.29,439.3,20.6,97.4,8.42,24.47,44.2,Medium
72.7,1140.0,23.3,12.43,Wetland,Loess,31.96,58.75,9.29,7.25,4.65,754.2,35.3,143.2,16.09,28.53,57.8,Medium
92.7,970.6,8.6,8.07,Forest,Residuum,29.64,59.85,10.52,6.26,4.64,586.0,23.1,167.6,8.44,26.46,47.1,Medium
55.3,585.6,27.0,3.0,Cropland,Alluvium,18.53,66.82,14.65,4.13,5.42,360.8,35.7,62.0,11.73,19.81,35.6,Low
69.4,872.7,16.0,6.34,Cropland,Alluvium,29.34,47.87,22.79,8.07,5.49,710.8,33.4,157.3,11.88,33.97,78.5,High
112.1,762.0,16.7,4.41,Forest,Glacial Till,35.1,43.36,21.54,5.26,5.84,571.9,18.0,179.5,12.58,27.37,62.1,High
5.5,1029.8,14.2,3.39,Grassland,Glacial Till,20.51,52.08,27.41,7.29,4.83,780.4,25.2,102.0,13.19,19.22,58.4,Medium
37.9,1285.1,16.3,1.07,Cropland,Residuum,29.8,61.62,8.58,6.56,4.09,694.3,15.2,177.8,16.65,27.78,37.6,Low
107.0,481.2,26.5,3.12,Forest,Alluvium,42.28,43.46,14.26,3.64,6.02,375.6,15.2,141.2,18.28,28.54,35.0,Low
134.3,978.8,3.1,1.41,Forest,Alluvium,38.1,41.54,20.36,5.3,5.04,521.0,57.5,162.8,19.22,28.73,56.0,Medium
76.8,910.0,25.7,12.32,Forest,Residuum,20.46,56.16,23.38,5.76,6.31,474.6,33.2,106.0,14.06,22.77,55.1,Medium
79.8,1117.8,20.0,2.04,Grassland,Residuum,36.4,48.55,15.05,5.07,4.94,467.3,27.9,140.0,19.27,27.75,49.1,Medium
16.1,1003.3,10.8,15.21,Grassland,Alluvium,16.1,62.75,21.14,6.96,6.0,619.8,21.5,90.4,12.21,19.38,55.9,Medium
67.1,762.0,11.5,3.81,Forest,Glacial Till,29.16,55.47,15.37,7.26,5.07,580.1,37.8,152.5,13.48,26.59,59.5,Medium
79.9,870.2,28.1,4.99,Forest,Residuum,33.41,46.65,19.93,6.53,4.51,683.6,31.6,164.5,9.92,28.1,57.8,Medium
36.4,751.0,12.3,3.91,Grassland,Glacial Till,27.32,59.09,13.59,6.3,5.11,556.9,38.6,128.0,10.82,27.66,53.4,Medium
40.4,1219.0,11.1,0.69,Cropland,Loess,23.63,53.17,23.2,5.91,5.67,633.4,38.6,86.8,19.95,21.52,56.1,Medium
56.6,955.3,24.8,2.36,Cropland,Loess,26.6,54.43,18.97,5.93,6.35,616.6,13.5,137.5,26.0,25.34,66.0,High
3.0,1425.3,20.0,0.52,Cropland,Loess,27.18,59.17,13.65,9.22,4.37,909.1,18.5,144.2,14.66,32.19,70.9,High
48.3,934.8,12.4,4.88,Forest,Loess,29.29,50.04,20.67,8.06,5.27,802.7,19.0,131.1,16.38,33.28,70.6,High
31.7,772.9,19.3,2.96,Grassland,Loess,30.72,49.69,19.59,6.57,5.16,587.1,16.6,184.1,12.09,27.53,54.4,Medium
49.1,571.6,11.8,7.53,Wetland,Loess,24.89,59.86,15.25,9.08,5.14,974.0,31.2,89.3,15.36,26.76,85.1,High
18.0,499.2,24.6,1.25,Forest,Residuum,16.56,55.74,27.69,6.41,6.21,611.3,21.4,50.6,3.55,22.2,48.0,Medium
133.6,554.0,24.4,0.9,Cropland,Glacial Till,34.82,48.54,16.64,3.3,6.08,331.3,36.7,123.3,14.4,26.87,53.5,Medium
89.0,1016.8,21.2,2.61,Cropland,Loess,33.06,55.15,11.79,4.42,5.38,380.5,35.9,157.1,11.62,25.57,36.0,Low
101.9,1077.2,20.2,13.06,Cropland,Loess,32.32,64.55,3.13,5.03,4.58,422.4,20.2,112.3,13.95,23.54,28.8,Low
118.4,554.7,28.6,6.2,Forest,Glacial Till,36.42,53.6,9.98,4.87,6.79,491.4,38.8,122.9,11.96,24.45,59.1,Medium
74.8,1173.8,18.0,2.71,Grassland,Alluvium,35.62,53.24,11.13,5.29,4.59,515.3,32.6,170.1,21.37,25.23,51.1,Medium
13.0,829.2,10.9,3.64,Cropland,Alluvium,13.73,65.63,20.64,6.21,5.62,542.3,20.8,111.1,5.69,23.22,41.4,Medium
80.6,986.7,20.7,0.44,Cropland,Residuum,32.44,45.72,21.84,5.21,4.39,408.6,4.1,148.6,18.84,24.89,23.1,Low
88.0,1353.1,30.5,20.86,Cropland,Residuum,36.29,50.73,12.98,5.1,4.48,408.6,18.4,167.0,20.51,25.72,37.0,Low
111.8,1174.2,11.9,5.49,Forest,Glacial Till,41.7,46.88,11.41,6.4,5.18,679.4,18.7,150.7,21.03,31.88,74.1,High
64.7,882.9,15.8,1.68,Forest,Residuum,31.94,54.36,13.7,5.95,5.44,528.6,25.2,129.7,17.3,26.23,58.8,Medium
19.1,727.2,20.5,4.41,Grassland,Residuum,20.16,59.61,20.23,7.53,5.59,695.1,27.4,135.9,6.11,28.02,64.9,High
42.6,412.0,17.7,0.58,Forest,Residuum,26.91,57.48,15.61,4.82,6.23,545.0,23.6,92.8,10.77,20.2,33.6,Low
54.5,770.2,12.1,16.88,Grassland,Alluvium,22.08,55.99,21.93,6.7,4.88,568.9,28.0,65.1,9.57,26.36,48.6,Medium
96.9,897.2,24.7,0.96,Cropland,Loess,34.33,51.47,14.2,3.77,5.65,314.6,10.4,130.3,18.72,23.61,33.8,Low
85.6,703.2,31.9,5.22,Cropland,Glacial Till,26.36,48.14,25.51,2.55,5.8,196.4,21.5,145.1,13.56,19.64,22.7,Low
53.4,917.2,19.2,1.41,Cropland,Alluvium,29.13,52.06,18.81,5.92,5.34,659.7,19.8,139.4,13.98,28.71,51.0,Medium
148.0,969.2,12.6,6.32,Cropland,Residuum,34.29,59.48,6.22,3.53,5.18,455.2,20.3,162.2,13.17,23.02,37.5,Low
90.9,893.8,8.7,7.5,Forest,Residuum,31.72,54.47,13.81,5.08,4.62,527.7,28.0,87.0,16.95,24.31,33.1,Low
35.6,787.5,19.5,5.6,Cropland,Alluvium,21.07,58.28,20.64,4.56,4.76,480.0,9.9,121.1,14.71,19.19,41.8,Medium
15.3,992.2,24.6,4.77,Grassland,Alluvium,15.53,72.84,11.64,6.61,4.0,593.2,19.7,120.4,8.19,20.68,48.2,Medium
22.9,1060.5,20.9,11.15,Grassland,Glacial Till,17.24,52.35,30.41,7.49,5.62,828.8,25.8,75.4,10.46,20.18,67.7,High
36.9,677.4,18.0,0.41,Forest,Residuum,25.86,49.12,25.02,6.98,6.0,679.3,22.4,148.9,14.14,29.4,68.1,High
24.1,1302.7,14.5,2.01,Cropland,Alluvium,28.19,64.77,7.04,7.47,5.07,760.8,32.8,130.4,12.04,28.86,62.2,High
28.0,925.4,11.4,1.43,Forest,Alluvium,24.05,57.05,18.9,7.88,5.37,741.9,21.1,201.5,9.11,25.04,67.4,High
42.8,954.7,23.0,22.12,Forest,Loess,20.64,57.19,22.17,6.7,4.4,620.2,18.4,61.0,9.49,19.22,49.3,Medium
26.0,1127.1,23.5,2.47,Forest,Loess,25.71,48.66,25.62,6.32,4.7,700.3,17.1,160.3,15.35,20.19,54.4,Medium
134.5,1008.3,8.7,6.6,Grassland,Loess,46.98,46.85,6.17,3.17,5.47,333.3,27.4,158.2,15.5,29.33,39.4,Low
12.0,1188.3,27.5,5.77,Forest,Alluvium,22.9,60.67,16.43,7.61,4.89,810.2,21.5,81.4,9.09,25.05,65.2,High
78.7,1021.8,21.4,1.19,Forest,Glacial Till,28.17,47.94,23.89,5.89,5.16,574.9,26.6,117.6,12.69,24.14,52.3,Medium
61.6,796.9,26.4,1.37,Forest,Residuum,34.69,50.08,15.23,6.48,5.59,564.7,40.6,153.0,16.63,30.19,65.6,High
147.4,1040.4,9.9,1.65,Forest,Residuum,47.91,41.64,10.45,5.4,5.05,478.5,21.2,199.5,16.97,31.88,56.1,Medium
16.8,664.1,9.8,2.65,Cropland,Residuum,15.71,62.9,21.39,7.0,5.66,671.2,34.8,148.1,7.01,22.86,66.8,High
59.7,977.1,17.1,1.33,Forest,Residuum,24.99,49.54,25.47,6.35,4.81,566.0,36.4,160.0,20.68,24.78,57.7,Medium
145.4,941.7,21.0,0.1,Forest,Glacial Till,46.71,51.3,1.99,3.1,5.88,228.3,27.6,143.3,17.98,27.37,36.0,Low
129.8,898.0,28.8,10.58,Cropland,Glacial Till,37.97,54.61,7.42,3.73,5.24,426.3,19.1,177.4,16.65,21.77,34.5,Low
122.6,917.9,22.2,16.85,Cropland,Residuum,41.47,45.01,13.52,4.3,4.56,376.0,24.0,167.5,15.05,26.06,30.3,Low
38.7,479.5,16.5,2.09,Grassland,Glacial Till,18.6,58.47,22.93,3.42,5.7,333.1,9.2,89.7,13.86,16.76,20.7,Low
25.6,812.8,11.8,2.07,Cropland,Loess,18.3,59.12,22.59,5.84,5.51,572.9,17.3,103.7,8.93,19.14,35.5,Low
100.3,973.2,25.4,0.04,Forest,Glacial Till,41.3,42.61,16.08,4.67,5.84,408.5,17.2,140.1,18.09,30.81,40.9,Medium
139.4,990.0,12.2,5.7,Grassland,Alluvium,46.68,41.67,11.66,4.1,5.09,476.6,37.5,169.8,24.0,34.31,44.5,Medium
83.5,693.1,27.8,8.73,Forest,Residuum,28.97,52.45,18.59,4.34,5.47,345.7,14.3,112.0,11.73,23.47,30.0,Low
85.7,1266.4,16.3,0.79,Cropland,Alluvium,41.0,57.01,2.0,5.71,4.08,557.9,13.8,133.1,19.64,33.42,51.6,Medium
42.0,733.5,27.5,0.87,Cropland,Glacial Till,23.91,62.53,13.56,5.15,6.09,503.7,15.1,132.3,9.41,23.01,47.4,Medium
115.4,1192.4,22.1,7.81,Forest,Alluvium,41.29,52.9,5.81,5.29,4.49,499.2,25.0,174.5,18.6,28.62,45.1,Medium
28.1,1056.8,17.2,4.79,Cropland,Residuum,28.72,56.43,14.86,6.15,4.96,506.6,24.1,127.7,16.38,26.24,48.3,Medium
48.6,788.4,14.9,0.23,Grassland,Residuum,28.62,47.55,23.82,5.26,6.16,551.6,32.5,165.0,15.56,27.95,70.2,High
63.8,1393.8,16.0,4.87,Wetland,Residuum,33.83,51.14,15.03,8.19,4.76,822.6,31.6,140.2,18.43,31.38,66.9,High
76.1,651.6,20.6,1.85,Cropland,Loess,34.29,56.96,8.75,4.88,5.11,423.2,10.0,135.2,9.84,23.6,33.9,Low
36.4,1179.8,18.5,2.3,Cropland,Glacial Till,18.44,52.31,29.25,7.17,4.15,723.5,16.7,127.8,13.44,21.08,46.4,Medium
17.2,1200.1,14.4,7.34,Forest,Loess,31.14,56.69,12.17,7.58,5.07,742.2,36.7,136.6,12.9,29.49,74.5,High
91.6,782.3,17.0,8.33,Forest,Glacial Till,24.14,70.66,5.2,6.61,5.02,551.2,22.3,125.1,4.8,22.74,56.0,Medium
43.3,1298.1,18.5,2.56,Cropland,Alluvium,27.97,60.99,11.04,6.52,4.98,568.5,33.2,68.3,17.76,29.63,54.8,Medium
87.2,887.5,5.2,14.7,Cropland,Residuum,29.03,62.52,8.45,6.61,5.29,696.3,23.3,134.2,15.54,27.38,67.0,High
23.2,1022.2,20.7,2.61,Wetland,Residuum,22.94,58.7,18.37,8.62,5.15,837.6,20.1,77.7,16.16,30.37,69.9,High
72.2,1015.1,12.1,7.39,Cropland,Alluvium,34.61,56.77,8.62,4.12,4.72,357.5,16.4,111.8,8.72,23.63,26.3,Low
79.9,916.4,11.1,3.31,Cropland,Residuum,27.99,50.3,21.71,5.71,6.1,491.3,16.7,96.8,13.92,22.31,55.2,Medium
7.8,1152.7,7.9,11.39,Cropland,Loess,20.29,63.62,16.1,7.99,6.59,728.6,24.7,90.6,10.33,23.3,73.1,High
50.5,1148.4,7.2,11.92,Grassland,Residuum,24.39,60.51,15.1,6.77,4.74,616.7,25.3,110.1,15.23,23.38,44.4,Medium
20.2,512.9,9.9,0.46,Grassland,Loess,18.8,61.4,19.8,5.61,6.31,482.5,28.8,97.6,6.05,20.94,57.4,Medium
9.5,1276.1,13.7,13.78,Cropland,Residuum,19.94,66.93,13.13,7.74,4.73,630.5,12.7,132.1,16.09,26.26,51.0,Medium
148.5,534.4,29.7,8.73,Cropland,Alluvium,38.46,45.62,15.93,1.76,5.67,235.5,16.4,152.8,13.37,22.21,21.6,Low
48.4,1208.1,14.8,7.83,Grassland,Alluvium,26.26,54.43,19.31,6.37,4.37,663.6,17.5,79.8,10.95,22.22,47.8,Medium
121.5,1231.7,19.1,1.12,Forest,Residuum,42.21,47.36,10.43,6.14,4.21,506.6,16.3,164.2,17.91,31.88,43.1,Medium
38.2,677.3,20.4,8.18,Grassland,Alluvium,21.29,52.11,26.6,5.73,5.02,552.6,23.4,123.4,10.81,19.56,45.4,Medium
102.2,847.3,18.8,9.49,Cropland,Alluvium,37.02,51.0,11.98,4.88,5.53,409.0,17.4,140.5,15.76,27.7,47.0,Medium
114.0,673.6,17.5,1.71,Cropland,Residuum,33.62,41.2,25.19,3.61,5.33,327.2,30.2,137.9,10.39,23.67,29.5,Low
89.3,896.3,10.8,15.21,Cropland,Residuum,26.04,61.96,12.0,4.85,3.97,440.3,28.2,129.3,7.75,19.56,30.8,Low
70.7,873.0,26.7,0.26,Grassland,Residuum,33.57,51.81,14.61,3.99,5.51,353.1,29.7,159.0,15.17,25.42,48.5,Medium
61.8,1144.9,28.8,0.81,Forest,Loess,32.44,49.03,18.53,6.1,5.16,699.3,19.3,101.1,13.72,32.08,51.1,Medium
52.3,1277.6,7.9,3.86,Grassland,Loess,34.72,45.9,19.38,4.27,5.66,379.6,13.3,136.7,15.14,26.27,41.4,Medium
139.4,1298.9,11.9,4.29,Cropland,Residuum,43.56,44.63,11.81,4.17,4.84,347.2,19.8,199.8,20.8,28.02,31.1,Low
124.6,809.5,16.3,5.18,Cropland,Loess,31.21,56.96,11.83,3.79,4.95,313.9,17.5,169.8,11.7,21.36,34.5,Low
144.8,897.7,12.2,0.09,Forest,Loess,42.67,49.82,7.51,4.94,4.44,531.8,14.9,182.5,14.55,29.15,47.8,Medium
18.6,529.1,21.0,16.14,Cropland,Loess,8.99,60.82,30.19,5.54,5.75,426.8,14.1,101.5,3.68,14.15,34.1,Low
109.6,748.5,13.6,0.23,Cropland,Residuum,36.32,44.95,18.73,4.49,5.16,380.7,20.1,188.0,15.32,26.28,53.3,Medium
140.8,1191.2,31.0,0.77,Cropland,Alluvium,44.81,49.29,5.89,1.88,5.28,265.4,12.7,209.4,18.42,21.84,30.6,Low
27.2,1353.9,25.1,0.07,Grassland,Loess,32.08,48.02,19.9,6.98,4.86,677.5,29.8,137.8,20.32,25.31,61.3,High
10.0,641.4,19.3,4.18,Cropland,Residuum,14.88,62.18,22.95,4.92,6.2,478.8,28.6,75.9,6.62,17.46,48.7,Medium
111.2,801.9,24.2,13.46,Wetland,Glacial Till,33.52,52.3,14.17,5.39,4.93,640.1,30.4,135.1,14.71,26.45,57.5,Medium
86.2,943.4,24.6,5.48,Cropland,Glacial Till,33.54,53.42,13.03,4.6,5.87,451.5,11.9,218.1,18.09,23.61,40.4,Medium
126.3,1020.0,14.6,8.65,Grassland,Residuum,40.72,52.75,6.53,5.32,5.43,462.9,25.6,118.3,20.14,26.93,47.4,Medium
21.0,747.6,13.1,0.07,Forest,Alluvium,20.63,51.08,28.3,7.54,4.47,699.7,18.7,104.9,15.39,25.7,54.5,Medium
119.3,1056.0,18.5,3.9,Cropland,Alluvium,42.82,34.98,22.2,4.41,5.68,350.4,11.5,125.5,23.53,26.54,34.7,Low
30.2,831.5,23.2,3.08,Cropland,Residuum,19.16,56.06,24.78,5.96,5.4,642.0,20.1,114.2,12.07,20.87,53.0,Medium
24.5,946.4,18.8,3.46,Cropland,Residuum,28.16,65.32,6.52,5.95,5.38,600.2,32.0,100.8,11.44,28.71,63.0,High
24.6,1086.6,8.5,0.37,Grassland,Alluvium,24.4,68.71,6.89,6.78,4.54,711.6,20.3,121.1,11.79,26.52,49.9,Medium
122.2,951.6,13.2,5.77,Forest,Residuum,34.15,62.21,3.65,5.46,5.81,591.8,36.0,94.6,11.7,24.1,54.5,Medium
99.8,840.9,17.6,3.5,Forest,Alluvium,35.58,49.27,15.15,4.18,4.75,371.9,23.4,160.0,15.44,22.23,26.7,Low
78.5,922.6,17.5,7.24,Grassland,Glacial Till,27.25,44.32,28.43,5.66,5.83,480.7,20.7,159.0,17.58,24.45,39.6,Low
53.8,927.9,29.8,3.32,Forest,Alluvium,30.32,39.26,30.41,5.81,5.62,548.5,33.0,125.8,14.67,23.09,57.6,Medium
131.6,857.5,9.7,0.81,Grassland,Glacial Till,50.53,38.52,10.95,4.7,5.03,394.0,24.1,174.8,19.78,28.6,41.4,Medium
58.9,885.3,21.0,5.22,Cropland,Glacial Till,24.24,55.48,20.28,6.23,6.46,601.4,18.7,118.6,10.86,25.05,60.8,High
122.5,1349.7,26.9,0.95,Grassland,Residuum,46.75,51.28,1.98,3.22,4.69,373.9,32.1,172.2,22.85,28.44,28.9,Low
65.9,1090.2,31.6,10.29,Forest,Loess,22.31,62.93,14.75,5.6,5.59,522.2,25.3,116.5,11.83,22.71,47.0,Medium
56.5,876.1,15.6,4.75,Forest,Residuum,28.84,55.5,15.66,5.83,4.52,563.0,21.7,151.4,11.41,25.75,51.3,Medium
69.4,1124.2,20.9,0.86,Cropland,Loess,30.14,48.08,21.78,4.23,6.27,395.8,15.3,163.5,15.42,22.31,43.6,Medium
45.2,866.5,21.4,16.4,Wetland,Residuum,18.3,54.17,27.53,7.42,4.69,753.1,34.2,91.0,13.34,22.49,57.2,Medium
112.1,1243.3,19.2,3.65,Cropland,Residuum,37.42,50.94,11.64,6.87,5.25,612.5,29.0,144.9,19.24,32.3,62.8,High
75.4,1042.4,17.4,0.38,Cropland,Residuum,36.88,53.9,9.22,5.99,4.54,437.4,26.9,172.7,15.69,32.24,38.8,Low
34.8,923.2,20.6,4.93,Cropland,Residuum,27.65,57.14,15.21,7.68,4.91,758.3,21.6,96.8,14.42,27.58,64.0,High
134.9,1061.9,2.8,1.46,Wetland,Residuum,44.61,39.25,16.13,7.8,5.4,800.4,33.5,120.6,19.52,34.42,67.1,High
